Participant ID,dataset,persona_cluster,fear_index,PRI_Score,cosine_similarity,economic_job_loss_fear,surveillance_control_fear,social_isolation_fear,safety_security_fear,cultural_values_fear,technology_dependence_fear,response_length_norm
9fa66335-44d5-4c7f-af6c-a760a8a8460b,GD1,3,0.09849046142638553,0.6072672436622811,0.7,0.26303616226477045,0.0,0.15660874715604867,0.17129785913749407,0.0,0.0,0.21363418146903504
141b9c37-4dfd-4b74-8b16-7bcecc72c828,GD1,3,0.09734322623964146,0.5863403142832239,0.7,0.0,0.0,0.22486120292493794,0.1655803832992026,0.0,0.1936177712137082,0.16466634661545848
14f2913b-feb2-47c9-bdb3-04034c94dd97,GD1,1,0.0,0.01266330901632054,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.013922227556409025
fd5e931c-7907-487e-bf09-ae927472a4e1,GD1,1,0.020879382808256134,0.16997492542699352,0.7,0.0,0.0,0.1252762968495368,0.0,0.0,0.0,0.0600096015362458
9a9d529b-7afd-4064-911c-abb41417f283,GD1,2,0.054301608967024705,0.2673879390467861,0.7,0.0,0.0,0.3258096538021482,0.0,0.0,0.0,0.024963994239078253
6c25356d-630a-412f-ae71-0bb4a5c8a83a,GD1,2,0.0787434775898556,0.4298071526216794,0.7,0.2362304327695668,0.0,0.2362304327695668,0.0,0.0,0.0,0.06961113778204513
4f40b47c-88b9-4580-bded-3560c19cff81,GD1,2,0.060844304021562316,0.2825132607932559,0.7,0.0,0.0,0.3650658241293739,0.0,0.0,0.0,0.02400384061449832
28cc0c3d-71f4-4db1-a403-8cd020855202,GD1,0,0.06849956593921876,0.40253851653303047,0.7,0.0,0.30620054005037706,0.10479685558493548,0.0,0.0,0.0,0.10513682189150264
bbc81597-8fd0-4b3a-9b95-980ef1e3e859,GD1,2,0.060844304021562316,0.28071374936942384,0.7,0.3650658241293739,0.0,0.0,0.0,0.0,0.0,0.02160345655304849
fd3ea234-eb9d-4d3b-8aba-ce3c6726543f,GD1,2,0.035667769391604515,0.20198948731691696,0.7,0.0,0.0,0.2140066163496271,0.0,0.0,0.0,0.01872299567930869
91666811-bceb-420e-8c8a-b8b126e2f71a,GD1,2,0.04501025371024486,0.26080222296738603,0.7,0.0,0.0,0.2700615222614692,0.0,0.0,0.0,0.05184829572731637
e9c637c8-1f90-44e5-bd40-e9a1f78afa6e,GD1,3,0.12168860804312463,0.4962508316082571,0.7,0.0,0.0,0.3650658241293739,0.3650658241293739,0.0,0.0,0.023043686989918388
b2de5661-6466-4da5-a6e1-321f503f0432,GD1,0,0.0957226541628004,0.4532681172031664,0.7,0.0,0.2871679624884012,0.0,0.0,0.0,0.2871679624884012,0.03696591454632741
98521de4-e0b1-43f1-b551-c003263a4ac8,GD1,2,0.025330429229073553,0.17825022275849003,0.7,0.0,0.0,0.15198257537444132,0.0,0.0,0.0,0.043686989918386945
8b309b58-04ea-4181-ab0e-31fc364d44c1,GD1,1,0.0,0.02543213616347702,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.028324531925108018
e8672587-cd06-45e5-a517-101b215da054,GD1,0,0.10024015582387426,0.46087237617431204,0.7,0.0,0.0,0.3007204674716228,0.0,0.0,0.3007204674716228,0.03264522323571772
a147cc66-0175-4837-824e-450faab65f47,GD1,2,0.035667769391604515,0.1960552566303051,0.7,0.0,0.0,0.2140066163496271,0.0,0.0,0.0,0.011521843494959194
69c23e97-b00b-48e5-bc62-3f87e96bcdaf,GD1,1,0.01924942042032069,0.1573616024866905,0.7,0.0,0.0,0.11549652252192415,0.0,0.0,0.0,0.0542486797887662
b130fdb3-12c3-4397-b4e9-f769ca049d97,GD1,1,0.0,0.004839760912475574,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.00528084493518963
9f05a131-cd01-439c-a9c2-7365a69c600f,GD1,1,0.0,0.018664602697453375,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.020643302928468554
72d7f9de-9727-400a-9548-a054a4de740c,GD1,1,0.0,0.006152008304167783,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.00672107537205953
55bbbc6a-d471-476d-b9dd-ad8d82ebfb53,GD1,3,0.07133553878320903,0.3753106389755201,0.7,0.0,0.0,0.2140066163496271,0.2140066163496271,0.0,0.0,0.027364378300528083
98d85016-85d9-4bd4-86be-b868b5504d0c,GD1,2,0.05139063089955161,0.2686265383402276,0.7,0.0,0.0,0.30834378539730967,0.0,0.0,0.0,0.03696591454632741
ba9772e2-2feb-4777-be87-17f4bbd26492,GD1,1,0.009509080974460215,0.18651839879669094,0.7,0.0,0.0,0.0,0.057054485846761295,0.0,0.0,0.1699471915506481
7fd151f3-0d02-4354-9641-848658def8c4,GD1,2,0.0655304272120721,0.29760675930084257,0.7,0.0,0.0,0.39318256327243256,0.0,0.0,0.0,0.031204992798847815
2b05b35b-d313-40aa-8003-62fc04b2f58e,GD1,0,0.0957226541628004,0.4529232956245445,0.7,0.0,0.2871679624884012,0.0,0.0,0.0,0.2871679624884012,0.03648583773403745
0bcca981-50eb-40bf-9a7d-d175c0d0ef1b,GD1,2,0.06381068994148491,0.28638391925704293,0.7,0.0,0.0,0.3828641396489095,0.0,0.0,0.0,0.020643302928468554
a39ab96d-4bb1-4ddd-802e-7bd87c78dc20,GD1,1,0.020879382808256134,0.1714662973975799,0.7,0.0,0.0,0.1252762968495368,0.0,0.0,0.0,0.06192990878540566
47911348-050b-4a42-b479-0b7233a40944,GD1,0,0.0999359969156079,0.5310427455118998,0.7,0.1126011262856224,0.0,0.24350742760401248,0.0,0.0,0.24350742760401248,0.0729716754680749
3e76c950-9b19-4997-b845-3ebec812a67c,GD1,2,0.03493228519497849,0.2556196090323805,0.7,0.10479685558493548,0.0,0.10479685558493548,0.0,0.0,0.0,0.06817090734517522
9c0e61b1-c95a-4f0b-a94a-2aff385c7bc2,GD1,2,0.0642575442323292,0.36341308504515313,0.7,0.0,0.1252762968495368,0.2602689685444384,0.0,0.0,0.0,0.055208833413346134
06d9a392-a6fe-4fdc-8f03-d9bad2ddd523,GD1,2,0.05012007791193713,0.2614073843934396,0.7,0.0,0.0,0.3007204674716228,0.0,0.0,0.0,0.03216514642342775
3a48aa43-a28d-4b81-a23d-5f5552c3f0be,GD1,2,0.027370462254284852,0.1786135561543315,0.7,0.0,0.0,0.1642227735257091,0.0,0.0,0.0,0.03264522323571772
f412b0f7-d388-455b-9e4c-0233358dbcc7,GD1,2,0.07876109315383646,0.3963739250894937,0.7,0.1642227735257091,0.0,0.30834378539730967,0.0,0.0,0.0,0.03504560729716755
8878dfee-d133-49fb-b133-552b82f1c512,GD1,0,0.10569223986657632,0.4727788719328711,0.7,0.0,0.3258096538021482,0.0,0.0,0.0,0.30834378539730967,0.03264522323571772
9d614107-0227-4cf0-9fb7-8ce1f44aa9ff,GD1,2,0.0393717387949278,0.25182927372167413,0.7,0.2362304327695668,0.0,0.0,0.0,0.0,0.0,0.06529044647143543
b3a2883d-d86d-405e-bb56-94b8ad2c8d97,GD1,1,0.0,0.08926154487717095,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.10753720595295248
a9c11eda-8c26-4c4c-b30b-9877b1bd811c,GD1,1,0.0,0.039077457603139236,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.044167066730676906
80a436ad-33f7-4472-ac39-36691e02068f,GD1,2,0.04418036951991409,0.3021571089000693,0.7,0.1578185368929996,0.0,0.10726368022648491,0.0,0.0,0.0,0.07393182909265482
5878c986-2f10-48ef-a47c-4993c76791aa,GD1,2,0.035667769391604515,0.19485829883957845,0.7,0.0,0.0,0.2140066163496271,0.0,0.0,0.0,0.010081613058089293
bdc13c52-b4d7-4c9b-aa40-ed73c6ac3ea9,GD1,2,0.07599128768722066,0.4290716194640208,0.7,0.15198257537444132,0.15198257537444132,0.15198257537444132,0.0,0.0,0.0,0.03696591454632741
6447578d-13ab-49dc-95ed-666522166db7,GD1,1,0.0,0.028779038229243745,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.03216514642342775
51f7bfa4-5345-4790-a03f-c51a8fc96cc1,GD1,1,0.0,0.06544654239394207,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.07633221315410466
eba86f2d-eeef-47ac-92ad-6947de29def0,GD1,2,0.028549643189582346,0.1775630406570219,0.7,0.0,0.0,0.17129785913749407,0.0,0.0,0.0,0.024963994239078253
852642b1-8686-4f96-825c-1149ec1c009c,GD1,1,0.0,0.008766547473101488,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.009601536245799328
b7662cd0-4b56-4c0d-b465-15b07a9e8fa6,GD1,1,0.0,0.017811803413826148,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.019683149303888623
6278ef79-e88b-42be-963a-9347d229dd64,GD1,2,0.035667769391604515,0.1960552566303051,0.7,0.0,0.0,0.2140066163496271,0.0,0.0,0.0,0.011521843494959194
04ff02d7-6bd0-45f1-acf4-1655ab9d908d,GD1,0,0.03495235197965395,0.2376469702767088,0.7,0.0,0.2097141118779237,0.0,0.0,0.0,0.0,0.06817090734517522
80b629f8-f8c6-4cf6-8c85-c695defc5b3e,GD1,1,0.0,0.020789956600867705,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.023043686989918388
72d0bdad-7804-486e-a859-e90127246f7e,GD1,1,0.0,0.015673186272731388,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.01728276524243879
c2cbdbfd-9e30-42d0-9fc2-a1c3309de344,GD1,0,0.07133553878320903,0.3636864338339061,0.7,0.0,0.2140066163496271,0.0,0.0,0.0,0.2140066163496271,0.012481997119539127
3fd064e2-867d-4e72-b9b0-38b9b0c91b8b,GD1,2,0.09022662119977169,0.4380684501321212,0.7,0.2602689685444384,0.0,0.2810907586541918,0.0,0.0,0.0,0.035525684109457514
24a9d1a9-868b-4200-a4bc-499566790281,GD1,3,0.07518099177528083,0.3868840453834576,0.7,0.0,0.0,0.1466337068793427,0.3044522437723423,0.0,0.0,0.039846375420067214
7efdc896-c13b-4e98-b5dd-5ade855e0563,GD1,2,0.10024015582387426,0.46087237617431204,0.7,0.3007204674716228,0.0,0.3007204674716228,0.0,0.0,0.0,0.03264522323571772
443092f9-14f0-435e-83dc-b68ffc602179,GD1,2,0.0515173742226386,0.36060055562240345,0.7,0.0,0.06931471805599453,0.23978952727983707,0.0,0.0,0.0,0.13250120019203074
937686d1-8767-47c2-b577-3718f305196f,GD1,0,0.09651207341316682,0.43445934714739287,0.7,0.0,0.0,0.2140066163496271,0.0,0.0,0.3650658241293739,0.02112337974075852
ae07bbf9-3f9f-49fb-a679-e8dce22ea838,GD1,2,0.028549643189582346,0.17992856879818422,0.7,0.0,0.0,0.17129785913749407,0.0,0.0,0.0,0.02784445511281805
56184b6b-5aa5-4705-b3b4-71007a103cb2,GD1,0,0.08237035910798886,0.5419104358781726,0.7,0.28058143698681015,0.16201907042103622,0.0,0.0,0.0,0.05162164724008671,0.2371579452712434
410b7195-cfcd-4fc2-a6a5-ba0f488e861d,GD1,1,0.0,0.019090433547425466,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.02112337974075852
bc8f8d95-7a33-4819-b8a6-5ee0be40cd94,GD1,2,0.060844304021562316,0.28215404072326405,0.7,0.0,0.0,0.3650658241293739,0.0,0.0,0.0,0.023523763802208355
76b7a0cd-7a05-4512-8cf9-4df719f55116,GD1,1,0.0,0.02919566016562835,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.03264522323571772
ed7ebd0a-e9ee-4973-abcd-9234930ad4d7,GD1,1,0.0,0.017811803413826148,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.019683149303888623
eb6eae68-e54d-4fb2-8f5d-c90fcea94b04,GD1,2,0.029862657820467584,0.18328369489941454,0.7,0.0,0.0,0.1791759469228055,0.0,0.0,0.0,0.024963994239078253
c54a9ba9-d5f2-4558-bbde-58080249e7b5,GD1,1,0.0,0.004839760912475574,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.00528084493518963
d1d5eaa6-8fd3-44a7-afdf-36fccad7ed4e,GD1,1,0.0,0.01266330901632054,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.013922227556409025
d0f223c1-ab58-459a-9a14-3176ce58739a,GD1,1,0.0,0.004839760912475574,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.00528084493518963
23a2dc3b-e965-40d5-ac62-f41c68e6405a,GD1,1,0.0,0.004839760912475574,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.00528084493518963
8b55cd04-dceb-4f1c-969b-5c9238731aaa,GD1,1,0.008172742531577511,0.19640477410695845,0.7,0.0,0.04903645518946507,0.0,0.0,0.0,0.0,0.20019203072491598
e27823e1-d616-4ff8-bb2e-1c8b3408f26e,GD1,2,0.060844304021562316,0.2756299987926214,0.7,0.3650658241293739,0.0,0.0,0.0,0.0,0.0,0.014882381180988958
b7856997-db76-4a89-9188-d3f8bcf32436,GD1,2,0.054301608967024705,0.3025295924163075,0.7,0.3258096538021482,0.0,0.0,0.0,0.0,0.0,0.07345175228036485
2a022285-e09f-481a-bf72-3f02e5e2d086,GD1,3,0.04501025371024486,0.25396694663916547,0.7,0.0,0.0,0.0,0.2700615222614692,0.0,0.0,0.04272683629380701
53a3c306-16f0-47f9-b6a7-fbe6d4a51845,GD1,2,0.060844304021562316,0.28179447923781076,0.7,0.3650658241293739,0.0,0.0,0.0,0.0,0.0,0.023043686989918388
dc441560-abbb-43d0-8eb5-89749695f191,GD1,1,0.0,0.013094416906031584,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.014402304368698993
08130993-a213-4943-8aca-5cd73e35e4c4,GD1,0,0.09651207341316682,0.43445934714739287,0.7,0.0,0.3650658241293739,0.2140066163496271,0.0,0.0,0.0,0.02112337974075852
98d308d1-e98a-49ee-a337-bd8e3a8fc1f0,GD1,0,0.0756599735434893,0.44807385762853763,0.7,0.0,0.25798472121421734,0.0,0.0,0.0,0.19597512004671847,0.11521843494959194
942c0cf0-f829-4bb4-aa9b-785a49967cb8,GD1,0,0.07743764686042963,0.5495885208837983,0.7,0.06061358035703156,0.1791759469228055,0.1642227735257091,0.0,0.0,0.06061358035703156,0.22515602496399423
04b49d58-df19-4068-b56b-1ce0fde16cd8,GD1,0,0.12322682168010879,0.570350242920171,0.7,0.15198257537444132,0.29368917735310573,0.0,0.0,0.0,0.29368917735310573,0.03408545367258761
fa3960ac-537a-493a-a090-b198aac758fa,GD1,2,0.04590058857240056,0.2582233376531267,0.7,0.0,0.0,0.2754035314344033,0.0,0.0,0.0,0.04464714354296687
490f3241-0b18-47c6-8cec-78ad9db52ace,GD1,2,0.03394803212101733,0.30769328972890003,0.7,0.0,0.0,0.203688192726104,0.0,0.0,0.0,0.185789726356217
7d627ed6-e848-4e36-a3e9-6baab3432167,GD1,2,0.035667769391604515,0.2035576145370422,0.7,0.0,0.0,0.2140066163496271,0.0,0.0,0.0,0.020643302928468554
d208dc60-511c-44e6-abfa-6e1b5f718fd6,GD1,1,0.017877280037747485,0.1609139519975918,0.7,0.0,0.0,0.10726368022648491,0.0,0.0,0.0,0.06769083053288526
e2fa8e77-8536-475a-b191-fa86f1a1a48e,GD1,2,0.054301608967024705,0.26555165042460444,0.7,0.0,0.0,0.3258096538021482,0.0,0.0,0.0,0.02256361017762842
f6f94058-98d7-441e-b427-85300251b498,GD1,1,0.0,0.0057149603112372415,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.006240998559769563
5eb1e5f8-6b5c-4e81-85fb-9a11b35039e5,GD1,1,0.0,0.02459155449917748,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.027364378300528083
ff153957-f8eb-4eaa-b8fd-92f56baf4693,GD1,2,0.04590058857240056,0.29171400038409323,0.7,0.0,0.0,0.2754035314344033,0.0,0.0,0.0,0.09169467114738358
60561b39-cfd0-45c5-89a6-eb7b212ad8c3,GD1,0,0.07434290441151202,0.4231484598188934,0.7,0.0,0.23116349285139637,0.0,0.0,0.0,0.21489393361767575,0.0801728276524244
fa0df00b-c6cd-414f-817d-06845a82773d,GD1,1,0.0,0.07072492999196864,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.08305328852616418
50921594-039a-40b2-bf61-37326d859f1b,GD1,2,0.043271979605060275,0.2970438420677949,0.7,0.10479685558493548,0.0,0.1548350220454262,0.0,0.0,0.0,0.07249159865578493
14c8511d-3ee7-44ea-a92a-e9e0d7014e15,GD1,1,0.0,0.07370464035724568,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.08689390302448392
39407023-1722-40aa-8432-e34596bcdc7f,GD1,2,0.054301608967024705,0.27607785082174147,0.7,0.0,0.0,0.3258096538021482,0.0,0.0,0.0,0.03648583773403745
65174dd5-7e79-4c80-bbee-c4892b56d532,GD1,2,0.035667769391604515,0.19485829883957845,0.7,0.0,0.0,0.2140066163496271,0.0,0.0,0.0,0.010081613058089293
10b96de3-67d4-45be-85bb-0fdb8af124fd,GD1,1,0.0,0.013094416906031584,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.014402304368698993
f0a7805e-d68f-4b25-acd9-ad67d2660bbb,GD1,2,0.060844304021562316,0.2723270687989859,0.7,0.0,0.0,0.3650658241293739,0.0,0.0,0.0,0.01056168987037926
1dae338b-46e9-4e94-8c0a-27ef9623c7d0,GD1,2,0.060844304021562316,0.2759953165853423,0.7,0.0,0.0,0.3650658241293739,0.0,0.0,0.0,0.015362457993278924
ae5777b1-f0c7-494f-af11-a3ce75e36f9f,GD1,1,0.0,0.04191692503830199,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.04752760441670667
4eba123b-f74e-40bf-be62-4fee61d39c18,GD1,0,0.12168860804312463,0.4901647744021883,0.7,0.0,0.3650658241293739,0.0,0.0,0.0,0.3650658241293739,0.014402304368698993
872fa11f-ac34-40d2-8df1-8c8d4713acd0,GD1,1,0.0,0.025851849760685493,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.028804608737397985
049ca501-f068-4b62-9bfb-2dbf388ad083,GD1,1,0.0,0.016957489770547413,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.01872299567930869
142bac43-e829-4e3a-bd3f-172a5c1f1b43,GD1,1,0.0,0.028362028664606586,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.03168506961113778
890630db-7d65-486f-94b1-e751650fcc58,GD1,2,0.06381068994148491,0.2802552810578876,0.7,0.0,0.0,0.3828641396489095,0.0,0.0,0.0,0.012481997119539127
798d5765-2886-4a85-a129-b9a60c247ac9,GD1,0,0.16784761219637587,0.7276439050557382,0.7,0.2140066163496271,0.2140066163496271,0.3650658241293739,0.0,0.0,0.2140066163496271,0.020643302928468554
5eb5ce86-7838-41ef-a24c-df299b5ceeb6,GD1,0,0.09767977039109776,0.46799204713703646,0.7,0.0,0.2602689685444384,0.3258096538021482,0.0,0.0,0.0,0.05376860297647624
3ae0ac20-a749-42a3-b6aa-0369e39dcd14,GD1,1,0.0,0.08571308149039493,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1027364378300528
6c1bbf7f-0434-47ab-a8b1-51adde31815f,GD1,2,0.029862657820467584,0.19948706109556033,0.7,0.1791759469228055,0.0,0.0,0.0,0.0,0.0,0.04512722035525684
2c169868-8010-49a8-8119-87eca74d7e90,GD1,2,0.035667769391604515,0.1944585686613025,0.7,0.0,0.0,0.2140066163496271,0.0,0.0,0.0,0.009601536245799328
6a90b964-f5ea-4eda-8208-41f3a1f1f760,GD1,1,0.0,0.05189817948241801,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.05952952472395583
e3e9400b-72a9-44cf-a815-be0936d0c30b,GD1,2,0.07217888900477219,0.29942944876614896,0.7,0.0,0.0,0.43307333402863313,0.0,0.0,0.0,0.01728276524243879
84f6ee9e-8906-4641-8368-007aeed33e43,GD1,2,0.04483953117971997,0.33128603298251424,0.7,0.19189724933235047,0.0,0.07713993774596936,0.0,0.0,0.0,0.11953912626020163
bf27fd3e-e8a2-440c-a1e3-3920954874c1,GD1,1,0.0,0.014385491973665837,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.01584253480556889
7638b5d2-823d-4af2-b0dc-a9ca79817c01,GD1,1,0.0,0.04433525303144076,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.050408065290446474
1a9c19a5-e2c2-44b1-adee-e895b40b7ef8,GD1,1,0.0,0.0057149603112372415,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.006240998559769563
583c5eb7-ba87-4d26-af8e-8ed98ff96ebb,GD1,1,0.02285798792224583,0.16702962409525388,0.7,0.0,0.0,0.137147927533475,0.0,0.0,0.0,0.044167066730676906
a8ccb4f8-7850-4c00-b3c2-3b0bacc9570b,GD1,0,0.048948196225517625,0.2605615651949445,0.7,0.0,0.0,0.0,0.0,0.0,0.29368917735310573,0.035525684109457514
e30a2b56-e323-40c0-b618-f4f5cd94f8cb,GD1,0,0.035667769391604515,0.21360123909383363,0.7,0.0,0.2140066163496271,0.0,0.0,0.0,0.0,0.033125300048007685
c8f42e91-e845-4cdf-9696-72ea202fcdb8,GD1,2,0.035667769391604515,0.19804272107874313,0.7,0.0,0.0,0.2140066163496271,0.0,0.0,0.0,0.013922227556409025
3133e179-ec8c-4d6a-85fa-33df86063f79,GD1,1,0.0,0.004839760912475574,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.00528084493518963
c5d827cd-59fd-4719-b0d9-f0733532dba5,GD1,0,0.07331685343967136,0.42265372778834065,0.7,0.0,0.1466337068793427,0.1466337068793427,0.0,0.0,0.1466337068793427,0.04272683629380701
ea1c25a6-cc6e-483d-b204-bb27f8a2a42b,GD1,1,0.0,0.05464781707779405,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0628900624099856
3a23267f-e693-46b0-aa64-fb26471a07fb,GD1,1,0.0,0.01136774203177508,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.012481997119539127
67379c13-deb2-49db-a81a-63a24fa5d5c0,GD1,1,0.0,0.037037395468295736,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.041766682669227076
f171bf55-9493-4941-902d-d1287c56cc5d,GD1,1,0.0,0.004839760912475574,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.00528084493518963
cbe48480-e529-4922-a5bf-0d46a5a92129,GD1,2,0.054301608967024705,0.2713964673024566,0.7,0.0,0.0,0.3258096538021482,0.0,0.0,0.0,0.030244839174267884
ab6bbbc0-9a80-4edc-b3ba-f239d5560893,GD1,1,0.0,0.020789956600867705,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.023043686989918388
b382d1b0-a1b8-4d55-a4cd-f1cb671152d6,GD1,1,0.0,0.017811803413826148,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.019683149303888623
ea0f553b-fbad-4a75-84e9-c55af42e6af2,GD1,1,0.0,0.023749435828262607,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.026404224675948152
ccac8f90-9b6a-49cb-b7cd-554c1dedb9a3,GD1,1,0.0,0.01093513986499018,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.01200192030724916
a7d61bca-fffb-4d78-b75e-9c2b3ec1305d,GD1,1,0.0,0.0030849596342824993,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.003360537686029765
a68ebbec-a4d6-4ab3-9caa-bd805a2f0fec,GD1,1,0.0,0.023327800977482657,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.025924147863658185
b8a39f3b-e3f4-4f63-82a2-73a576c7b482,GD1,2,0.04262660638593796,0.25980329060674257,0.7,0.0,0.0,0.25575963831562776,0.0,0.0,0.0,0.060969755160825735
a59b0b70-6a69-4568-b193-0a89b02f1d46,GD1,1,0.0,0.01738483570513879,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.019203072491598656
f19a345c-e804-447d-b449-46af2d280425,GD1,1,0.0,0.013955508760490098,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.015362457993278924
bb5b9479-ff01-49cc-96f5-a9cfd100ed0d,GD1,0,0.054301608967024705,0.2684854532501888,0.7,0.0,0.3258096538021482,0.0,0.0,0.0,0.0,0.026404224675948152
9b797188-7d46-4a54-b4fe-2457ab80032e,GD1,2,0.048948196225517625,0.28414512779244105,0.7,0.0,0.0,0.29368917735310573,0.0,0.0,0.0,0.06769083053288526
57dbf397-e323-42f6-a1bf-cf6774855ee1,GD1,3,0.058234883147996575,0.37774823258519025,0.7,0.0,0.0,0.137147927533475,0.21226137135450446,0.0,0.0,0.10081613058089295
fd268941-2565-4ab0-aace-91ec76c312ec,GD1,1,0.0,0.06696292783522696,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.07825252040326452
e2a41741-64f2-4c97-9dd0-1caad6f83589,GD1,1,0.0,0.039077457603139236,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.044167066730676906
88b998ea-a04b-41bc-92e0-6f31bc3b0dea,GD1,0,0.12168860804312463,0.4911861871787177,0.7,0.0,0.3650658241293739,0.0,0.0,0.0,0.3650658241293739,0.01584253480556889
0c8bb05e-7eb4-4ddd-b6a6-9d2de2b51c46,GD1,1,0.0,0.07184544117500795,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.08449351896303409
b7fa7018-7181-4146-901a-30cba1cee833,GD1,0,0.18253291206468694,0.6834019713214079,0.7,0.0,0.3650658241293739,0.3650658241293739,0.0,0.0,0.3650658241293739,0.01344215074411906
abd57533-7afa-431a-9813-021c19984689,GD1,1,0.0,0.039077457603139236,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.044167066730676906
f05d2d24-13a9-461f-b1cc-3ebe61a9cd9d,GD1,1,0.0,0.006588687963919432,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.007201152184349496
5e9f766b-8955-42c6-bc2a-ac214c8b3745,GD1,2,0.037731932530581526,0.2490987626439629,0.7,0.0,0.0,0.22639159518348917,0.0,0.0,0.0,0.06961113778204513
eca67890-39cd-4984-88b7-b62621a9fcb8,GD1,0,0.07876109315383646,0.39566387768258804,0.7,0.0,0.0,0.1642227735257091,0.0,0.0,0.30834378539730967,0.03408545367258761
56abc005-ad8a-4f43-8966-01909569fedb,GD1,2,0.052777085575405384,0.2651569618708156,0.7,0.0,0.0,0.3166625134524323,0.0,0.0,0.0,0.027364378300528083
6cba4510-a7d1-4077-a041-a3ffea5e0c5f,GD1,2,0.060844304021562316,0.27343105260997075,0.7,0.0,0.0,0.3650658241293739,0.0,0.0,0.0,0.01200192030724916
4a9f8850-a6a2-4dea-96f6-1c6d7dc44d91,GD1,2,0.07333699185222958,0.3838467819881,0.7,0.0,0.0,0.2983153491347131,0.0,0.0,0.14170660197866441,0.043686989918386945
c3a34bc5-647b-4459-a388-eac143da89cd,GD1,2,0.048948196225517625,0.25726461979571447,0.7,0.0,0.0,0.29368917735310573,0.0,0.0,0.0,0.031204992798847815
9ce8d664-7bc4-461d-990a-7f651cc43727,GD1,1,0.0,0.007896512997753739,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.008641382621219395
1b409f3d-3d12-49b5-ae72-d9a625d08d25,GD1,1,0.0,0.007896512997753739,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.008641382621219395
e078950a-371b-48f8-b85f-b29d85abe375,GD1,4,0.04191266021562803,0.2626548157949435,0.7,0.0,0.0,0.0,0.0,0.25147596129376815,0.0,0.06817090734517522
50f1e2cf-d021-45b3-b9e9-cb893523b55f,GD1,0,0.09673922937451444,0.4974551607390594,0.7,0.0,0.1466337068793427,0.2871679624884012,0.0,0.0,0.1466337068793427,0.04272683629380701
fafda8ca-4f52-4e21-a098-2f136c6890c5,GD1,0,0.18253291206468694,0.6938597844329966,0.7,0.0,0.3650658241293739,0.3650658241293739,0.0,0.0,0.3650658241293739,0.028324531925108018
